project_id,title,country,climate_bin,typology,massing_type,wwr_band,image_ids,plan_ids,tags,lat,lon
p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346,Jules Verne School Barr Lambot Architect 1035346 Exteriors P Jules Verne School Barr Lambot Architect,unknown,unknown,unknown,unknown,unknown,"['i_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_exterior_1', 'i_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_exterior_2', 'i_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_exterior_3', 'i_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_exterior_4', 'i_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_exteriors_p_jules_verne_school_barr_lambot_architect_1035346_exterior_5']",[],[],46.977639,-1.3141608
p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346,Jules Verne School Barr Lambot Architect 1035346 Interiors P Jules Verne School Barr Lambot Architect,unknown,unknown,unknown,unknown,unknown,"['i_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_interior_1', 'i_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_interior_2', 'i_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_interior_3', 'i_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_interior_4', 'i_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_p_jules_verne_school_barr_lambot_architect_1035346_interiors_p_jules_verne_school_barr_lambot_architect_1035346_interior_5']",[],[],46.977639,-1.3141608
p_kampung_mrican_phase_1_and_microlibrary_1031619_diagrams_p_kampung_mrican_phase_1_and_microlibrary_1031619,Kampung Mrican Phase 1 And Microlibrary 1031619 Diagrams P Kampung Mrican Phase 1 And Microlibrary,unknown,unknown,unknown,unknown,unknown,"['i_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagrams_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagrams_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagram_1', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagrams_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagrams_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagram_2', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagrams_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagrams_p_kampung_mrican_phase_1_and_microlibrary_1031619_diagram_3']",[],[],-7.801367200000001,110.3647568
p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619,Kampung Mrican Phase 1 And Microlibrary 1031619 Exteriors P Kampung Mrican Phase 1 And Microlibrary,unknown,unknown,unknown,unknown,unknown,"['i_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_exterior_1', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_exterior_2', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_exterior_3', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_exterior_4', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_exteriors_p_kampung_mrican_phase_1_and_microlibrary_1031619_exterior_5']",[],[],-7.801367200000001,110.3647568
p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619,Kampung Mrican Phase 1 And Microlibrary 1031619 Interiors P Kampung Mrican Phase 1 And Microlibrary,unknown,unknown,unknown,unknown,unknown,"['i_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_interior_1', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_interior_2', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_interior_3', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_interior_4', 'i_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_p_kampung_mrican_phase_1_and_microlibrary_1031619_interiors_p_kampung_mrican_phase_1_and_microlibrary_1031619_interior_5']",[],[],-7.801367200000001,110.3647568
p_kiihtelysvaara_church_luo_architects_1030415_diagrams_p_kiihtelysvaara_church_luo_architects_1030415,Kiihtelysvaara Church Luo Architects 1030415 Diagrams P Kiihtelysvaara Church Luo Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_kiihtelysvaara_church_luo_architects_1030415_diagrams_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_diagrams_p_kiihtelysvaara_church_luo_architects_1030415_diagram_1', 'i_p_kiihtelysvaara_church_luo_architects_1030415_diagrams_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_diagrams_p_kiihtelysvaara_church_luo_architects_1030415_diagram_2', 'i_p_kiihtelysvaara_church_luo_architects_1030415_diagrams_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_diagrams_p_kiihtelysvaara_church_luo_architects_1030415_diagram_3']",[],[],62.4931114,30.2512314
p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415,Kiihtelysvaara Church Luo Architects 1030415 Exteriors P Kiihtelysvaara Church Luo Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_exterior_1', 'i_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_exterior_2', 'i_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_exterior_3', 'i_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_exterior_4', 'i_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_exteriors_p_kiihtelysvaara_church_luo_architects_1030415_exterior_5']",[],[],62.4931114,30.2512314
p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415,Kiihtelysvaara Church Luo Architects 1030415 Interiors P Kiihtelysvaara Church Luo Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_interior_1', 'i_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_interior_2', 'i_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_interior_3', 'i_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_interior_4', 'i_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_p_kiihtelysvaara_church_luo_architects_1030415_interiors_p_kiihtelysvaara_church_luo_architects_1030415_interior_5']",[],[],62.4931114,30.2512314
p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagrams_p_kushtia_neighborhood_mosque_ahsan_habib_1025782,Kushtia Neighborhood Mosque Ahsan Habib 1025782 Diagrams P Kushtia Neighborhood Mosque Ahsan Habib,unknown,unknown,unknown,unknown,unknown,"['i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagrams_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagrams_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagram_1', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagrams_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagrams_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagram_2', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagrams_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagrams_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_diagram_3']",[],[],23.9088541,89.12218179999999
p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782,Kushtia Neighborhood Mosque Ahsan Habib 1025782 Exteriors P Kushtia Neighborhood Mosque Ahsan Habib,unknown,unknown,unknown,unknown,unknown,"['i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exterior_1', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exterior_2', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exterior_3', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exteriors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_exterior_4']",[],[],23.9088541,89.12218179999999
p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782,Kushtia Neighborhood Mosque Ahsan Habib 1025782 Interiors P Kushtia Neighborhood Mosque Ahsan Habib,unknown,unknown,unknown,unknown,unknown,"['i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interior_1', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interior_2', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interior_3', 'i_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interiors_p_kushtia_neighborhood_mosque_ahsan_habib_1025782_interior_4']",[],[],23.9088541,89.12218179999999
p_la_source_third_place_library_nas_archit_1031808_diagrams_p_la_source_third_place_library_nas_archit_1031808,La Source Third Place Library Nas Archit 1031808 Diagrams P La Source Third Place Library Nas Archit,unknown,unknown,unknown,unknown,unknown,"['i_p_la_source_third_place_library_nas_archit_1031808_diagrams_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_diagrams_p_la_source_third_place_library_nas_archit_1031808_diagram_1', 'i_p_la_source_third_place_library_nas_archit_1031808_diagrams_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_diagrams_p_la_source_third_place_library_nas_archit_1031808_diagram_2', 'i_p_la_source_third_place_library_nas_archit_1031808_diagrams_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_diagrams_p_la_source_third_place_library_nas_archit_1031808_diagram_3']",[],[],43.9749603,4.692187
p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808,La Source Third Place Library Nas Archit 1031808 Exteriors P La Source Third Place Library Nas Archit,unknown,unknown,unknown,unknown,unknown,"['i_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_exterior_1', 'i_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_exterior_2', 'i_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_exterior_3', 'i_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_exterior_4', 'i_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_exteriors_p_la_source_third_place_library_nas_archit_1031808_exterior_5']",[],[],43.9749603,4.692187
p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808,La Source Third Place Library Nas Archit 1031808 Interiors P La Source Third Place Library Nas Archit,unknown,unknown,unknown,unknown,unknown,"['i_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_interior_1', 'i_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_interior_2', 'i_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_interior_3', 'i_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_interior_4', 'i_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_p_la_source_third_place_library_nas_archit_1031808_interiors_p_la_source_third_place_library_nas_archit_1031808_interior_5']",[],[],43.9749603,4.692187
p_leiden_university_lecture_hall_civic_arc_1034678_diagrams_p_leiden_university_lecture_hall_civic_arc_1034678,Leiden University Lecture Hall Civic Arc 1034678 Diagrams P Leiden University Lecture Hall Civic Arc,unknown,unknown,unknown,unknown,unknown,"['i_p_leiden_university_lecture_hall_civic_arc_1034678_diagrams_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_diagrams_p_leiden_university_lecture_hall_civic_arc_1034678_diagram_1', 'i_p_leiden_university_lecture_hall_civic_arc_1034678_diagrams_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_diagrams_p_leiden_university_lecture_hall_civic_arc_1034678_diagram_2', 'i_p_leiden_university_lecture_hall_civic_arc_1034678_diagrams_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_diagrams_p_leiden_university_lecture_hall_civic_arc_1034678_diagram_3']",[],[],52.16361879999999,4.4802444
p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678,Leiden University Lecture Hall Civic Arc 1034678 Exteriors P Leiden University Lecture Hall Civic Arc,unknown,unknown,unknown,unknown,unknown,"['i_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_exterior_1', 'i_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_exterior_2', 'i_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_exterior_3', 'i_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_exteriors_p_leiden_university_lecture_hall_civic_arc_1034678_exterior_4']",[],[],52.16361879999999,4.4802444
p_leiden_university_lecture_hall_civic_arc_1034678_interiors_p_leiden_university_lecture_hall_civic_arc_1034678,Leiden University Lecture Hall Civic Arc 1034678 Interiors P Leiden University Lecture Hall Civic Arc,unknown,unknown,unknown,unknown,unknown,"['i_p_leiden_university_lecture_hall_civic_arc_1034678_interiors_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_interiors_p_leiden_university_lecture_hall_civic_arc_1034678_interior_1', 'i_p_leiden_university_lecture_hall_civic_arc_1034678_interiors_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_interiors_p_leiden_university_lecture_hall_civic_arc_1034678_interior_2', 'i_p_leiden_university_lecture_hall_civic_arc_1034678_interiors_p_leiden_university_lecture_hall_civic_arc_1034678_p_leiden_university_lecture_hall_civic_arc_1034678_interiors_p_leiden_university_lecture_hall_civic_arc_1034678_interior_3']",[],[],52.16361879999999,4.4802444
p_leisure_center_jules_ferry_school_group_1035333_diagrams_p_leisure_center_jules_ferry_school_group_1035333,Leisure Center Jules Ferry School Group 1035333 Diagrams P Leisure Center Jules Ferry School Group,unknown,unknown,unknown,unknown,unknown,"['i_p_leisure_center_jules_ferry_school_group_1035333_diagrams_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_diagrams_p_leisure_center_jules_ferry_school_group_1035333_diagram_1', 'i_p_leisure_center_jules_ferry_school_group_1035333_diagrams_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_diagrams_p_leisure_center_jules_ferry_school_group_1035333_diagram_2']",[],[],0.0,0.0
p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333,Leisure Center Jules Ferry School Group 1035333 Exteriors P Leisure Center Jules Ferry School Group,unknown,unknown,unknown,unknown,unknown,"['i_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_exterior_1', 'i_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_exterior_2', 'i_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_exterior_3', 'i_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_exterior_4', 'i_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_exteriors_p_leisure_center_jules_ferry_school_group_1035333_exterior_5']",[],[],0.0,0.0
p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333,Leisure Center Jules Ferry School Group 1035333 Interiors P Leisure Center Jules Ferry School Group,unknown,unknown,unknown,unknown,unknown,"['i_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_interior_1', 'i_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_interior_2', 'i_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_interior_3', 'i_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_interior_4', 'i_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_p_leisure_center_jules_ferry_school_group_1035333_interiors_p_leisure_center_jules_ferry_school_group_1035333_interior_5']",[],[],0.0,0.0
p_library_of_chongqing_electric_power_coll_1023695_diagrams_p_library_of_chongqing_electric_power_coll_1023695,Library Of Chongqing Electric Power Coll 1023695 Diagrams P Library Of Chongqing Electric Power Coll,unknown,unknown,unknown,unknown,unknown,"['i_p_library_of_chongqing_electric_power_coll_1023695_diagrams_p_library_of_chongqing_electric_power_coll_1023695_p_library_of_chongqing_electric_power_coll_1023695_diagrams_p_library_of_chongqing_electric_power_coll_1023695_diagram_1', 'i_p_library_of_chongqing_electric_power_coll_1023695_diagrams_p_library_of_chongqing_electric_power_coll_1023695_p_library_of_chongqing_electric_power_coll_1023695_diagrams_p_library_of_chongqing_electric_power_coll_1023695_diagram_2']",[],[],30.1905399,105.8395199
p_library_of_chongqing_electric_power_coll_1023695_exteriors_p_library_of_chongqing_electric_power_coll_1023695,Library Of Chongqing Electric Power Coll 1023695 Exteriors P Library Of Chongqing Electric Power Coll,unknown,unknown,unknown,unknown,unknown,"['i_p_library_of_chongqing_electric_power_coll_1023695_exteriors_p_library_of_chongqing_electric_power_coll_1023695_p_library_of_chongqing_electric_power_coll_1023695_exteriors_p_library_of_chongqing_electric_power_coll_1023695_exterior_1', 'i_p_library_of_chongqing_electric_power_coll_1023695_exteriors_p_library_of_chongqing_electric_power_coll_1023695_p_library_of_chongqing_electric_power_coll_1023695_exteriors_p_library_of_chongqing_electric_power_coll_1023695_exterior_2', 'i_p_library_of_chongqing_electric_power_coll_1023695_exteriors_p_library_of_chongqing_electric_power_coll_1023695_p_library_of_chongqing_electric_power_coll_1023695_exteriors_p_library_of_chongqing_electric_power_coll_1023695_exterior_3']",[],[],30.1905399,105.8395199
p_library_of_chongqing_electric_power_coll_1023695_interiors_p_library_of_chongqing_electric_power_coll_1023695,Library Of Chongqing Electric Power Coll 1023695 Interiors P Library Of Chongqing Electric Power Coll,unknown,unknown,unknown,unknown,unknown,"['i_p_library_of_chongqing_electric_power_coll_1023695_interiors_p_library_of_chongqing_electric_power_coll_1023695_p_library_of_chongqing_electric_power_coll_1023695_interiors_p_library_of_chongqing_electric_power_coll_1023695_interior_1', 'i_p_library_of_chongqing_electric_power_coll_1023695_interiors_p_library_of_chongqing_electric_power_coll_1023695_p_library_of_chongqing_electric_power_coll_1023695_interiors_p_library_of_chongqing_electric_power_coll_1023695_interior_2']",[],[],30.1905399,105.8395199
