project_id,title,country,climate_bin,typology,massing_type,wwr_band,image_ids,plan_ids,tags,lat,lon
p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785,Diriyah Art Futures Contemporary Art Hub 1023785 Exteriors P Diriyah Art Futures Contemporary Art Hub,unknown,unknown,unknown,unknown,unknown,"['i_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_exterior_1', 'i_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_exterior_2', 'i_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_exterior_3', 'i_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_exteriors_p_diriyah_art_futures_contemporary_art_hub_1023785_exterior_4']",[],[],24.7479649,46.5363683
p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785,Diriyah Art Futures Contemporary Art Hub 1023785 Interiors P Diriyah Art Futures Contemporary Art Hub,unknown,unknown,unknown,unknown,unknown,"['i_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_interior_1', 'i_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_interior_2', 'i_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_interior_3', 'i_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_interior_4', 'i_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_p_diriyah_art_futures_contemporary_art_hub_1023785_interiors_p_diriyah_art_futures_contemporary_art_hub_1023785_interior_5']",[],[],24.7479649,46.5363683
p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509,Dom Turka House Of Remembrance Tremend 1032509 Exteriors P Dom Turka House Of Remembrance Tremend,unknown,unknown,unknown,unknown,unknown,"['i_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_exterior_1', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_exterior_2', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_exterior_3', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_exterior_4', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_exteriors_p_dom_turka_house_of_remembrance_tremend_1032509_exterior_5']",[],[],53.84344309999999,22.9796023
p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509,Dom Turka House Of Remembrance Tremend 1032509 Interiors P Dom Turka House Of Remembrance Tremend,unknown,unknown,unknown,unknown,unknown,"['i_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_interior_1', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_interior_2', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_interior_3', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_interior_4', 'i_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_p_dom_turka_house_of_remembrance_tremend_1032509_interiors_p_dom_turka_house_of_remembrance_tremend_1032509_interior_5']",[],[],53.84344309999999,22.9796023
p_educational_area_of_the_exhibition_a_riv_1035308_diagrams_p_educational_area_of_the_exhibition_a_riv_1035308,Educational Area Of The Exhibition A Riv 1035308 Diagrams P Educational Area Of The Exhibition A Riv,unknown,unknown,unknown,unknown,unknown,['i_p_educational_area_of_the_exhibition_a_riv_1035308_diagrams_p_educational_area_of_the_exhibition_a_riv_1035308_p_educational_area_of_the_exhibition_a_riv_1035308_diagrams_p_educational_area_of_the_exhibition_a_riv_1035308_diagram_1'],[],[],0.0,0.0
p_educational_area_of_the_exhibition_a_riv_1035308_exteriors_p_educational_area_of_the_exhibition_a_riv_1035308,Educational Area Of The Exhibition A Riv 1035308 Exteriors P Educational Area Of The Exhibition A Riv,unknown,unknown,unknown,unknown,unknown,"['i_p_educational_area_of_the_exhibition_a_riv_1035308_exteriors_p_educational_area_of_the_exhibition_a_riv_1035308_p_educational_area_of_the_exhibition_a_riv_1035308_exteriors_p_educational_area_of_the_exhibition_a_riv_1035308_exterior_1', 'i_p_educational_area_of_the_exhibition_a_riv_1035308_exteriors_p_educational_area_of_the_exhibition_a_riv_1035308_p_educational_area_of_the_exhibition_a_riv_1035308_exteriors_p_educational_area_of_the_exhibition_a_riv_1035308_exterior_2']",[],[],0.0,0.0
p_educational_area_of_the_exhibition_a_riv_1035308_interiors_p_educational_area_of_the_exhibition_a_riv_1035308,Educational Area Of The Exhibition A Riv 1035308 Interiors P Educational Area Of The Exhibition A Riv,unknown,unknown,unknown,unknown,unknown,"['i_p_educational_area_of_the_exhibition_a_riv_1035308_interiors_p_educational_area_of_the_exhibition_a_riv_1035308_p_educational_area_of_the_exhibition_a_riv_1035308_interiors_p_educational_area_of_the_exhibition_a_riv_1035308_interior_1', 'i_p_educational_area_of_the_exhibition_a_riv_1035308_interiors_p_educational_area_of_the_exhibition_a_riv_1035308_p_educational_area_of_the_exhibition_a_riv_1035308_interiors_p_educational_area_of_the_exhibition_a_riv_1035308_interior_2']",[],[],0.0,0.0
p_elementary_school_at_le_grand_lemps_fran_935357_diagrams_p_elementary_school_at_le_grand_lemps_fran_935357,Elementary School At Le Grand Lemps Fran 935357 Diagrams P Elementary School At Le Grand Lemps Fran,unknown,unknown,unknown,unknown,unknown,"['i_p_elementary_school_at_le_grand_lemps_fran_935357_diagrams_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_diagrams_p_elementary_school_at_le_grand_lemps_fran_935357_diagram_1', 'i_p_elementary_school_at_le_grand_lemps_fran_935357_diagrams_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_diagrams_p_elementary_school_at_le_grand_lemps_fran_935357_diagram_2', 'i_p_elementary_school_at_le_grand_lemps_fran_935357_diagrams_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_diagrams_p_elementary_school_at_le_grand_lemps_fran_935357_diagram_3']",[],[],45.3982622,5.4205185
p_elementary_school_at_le_grand_lemps_fran_935357_exteriors_p_elementary_school_at_le_grand_lemps_fran_935357,Elementary School At Le Grand Lemps Fran 935357 Exteriors P Elementary School At Le Grand Lemps Fran,unknown,unknown,unknown,unknown,unknown,"['i_p_elementary_school_at_le_grand_lemps_fran_935357_exteriors_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_exteriors_p_elementary_school_at_le_grand_lemps_fran_935357_exterior_1', 'i_p_elementary_school_at_le_grand_lemps_fran_935357_exteriors_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_exteriors_p_elementary_school_at_le_grand_lemps_fran_935357_exterior_2', 'i_p_elementary_school_at_le_grand_lemps_fran_935357_exteriors_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_exteriors_p_elementary_school_at_le_grand_lemps_fran_935357_exterior_3']",[],[],45.3982622,5.4205185
p_elementary_school_at_le_grand_lemps_fran_935357_interiors_p_elementary_school_at_le_grand_lemps_fran_935357,Elementary School At Le Grand Lemps Fran 935357 Interiors P Elementary School At Le Grand Lemps Fran,unknown,unknown,unknown,unknown,unknown,"['i_p_elementary_school_at_le_grand_lemps_fran_935357_interiors_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_interiors_p_elementary_school_at_le_grand_lemps_fran_935357_interior_1', 'i_p_elementary_school_at_le_grand_lemps_fran_935357_interiors_p_elementary_school_at_le_grand_lemps_fran_935357_p_elementary_school_at_le_grand_lemps_fran_935357_interiors_p_elementary_school_at_le_grand_lemps_fran_935357_interior_2']",[],[],45.3982622,5.4205185
p_elisabeth_and_robert_badinter_elementary_1034682_diagrams_p_elisabeth_and_robert_badinter_elementary_1034682,Elisabeth And Robert Badinter Elementary 1034682 Diagrams P Elisabeth And Robert Badinter Elementary,unknown,unknown,unknown,unknown,unknown,"['i_p_elisabeth_and_robert_badinter_elementary_1034682_diagrams_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_diagrams_p_elisabeth_and_robert_badinter_elementary_1034682_diagram_1', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_diagrams_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_diagrams_p_elisabeth_and_robert_badinter_elementary_1034682_diagram_2', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_diagrams_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_diagrams_p_elisabeth_and_robert_badinter_elementary_1034682_diagram_3']",[],[],44.683992,-1.015512
p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682,Elisabeth And Robert Badinter Elementary 1034682 Exteriors P Elisabeth And Robert Badinter Elementary,unknown,unknown,unknown,unknown,unknown,"['i_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_exterior_1', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_exterior_2', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_exterior_3', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_exterior_4', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_exteriors_p_elisabeth_and_robert_badinter_elementary_1034682_exterior_5']",[],[],44.683992,-1.015512
p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682,Elisabeth And Robert Badinter Elementary 1034682 Interiors P Elisabeth And Robert Badinter Elementary,unknown,unknown,unknown,unknown,unknown,"['i_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_interior_1', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_interior_2', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_interior_3', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_interior_4', 'i_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_p_elisabeth_and_robert_badinter_elementary_1034682_interiors_p_elisabeth_and_robert_badinter_elementary_1034682_interior_5']",[],[],44.683992,-1.015512
p_event_hall_l_agora_and_ernest_hemingway_1029943_diagrams_p_event_hall_l_agora_and_ernest_hemingway_1029943,Event Hall L Agora And Ernest Hemingway 1029943 Diagrams P Event Hall L Agora And Ernest Hemingway,unknown,unknown,unknown,unknown,unknown,['i_p_event_hall_l_agora_and_ernest_hemingway_1029943_diagrams_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_diagrams_p_event_hall_l_agora_and_ernest_hemingway_1029943_diagram_1'],[],[],43.537476,4.137918
p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943,Event Hall L Agora And Ernest Hemingway 1029943 Exteriors P Event Hall L Agora And Ernest Hemingway,unknown,unknown,unknown,unknown,unknown,"['i_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_exterior_1', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_exterior_2', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_exterior_3', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_exterior_4', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_exteriors_p_event_hall_l_agora_and_ernest_hemingway_1029943_exterior_5']",[],[],43.537476,4.137918
p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943,Event Hall L Agora And Ernest Hemingway 1029943 Interiors P Event Hall L Agora And Ernest Hemingway,unknown,unknown,unknown,unknown,unknown,"['i_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_interior_1', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_interior_2', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_interior_3', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_interior_4', 'i_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_p_event_hall_l_agora_and_ernest_hemingway_1029943_interiors_p_event_hall_l_agora_and_ernest_hemingway_1029943_interior_5']",[],[],43.537476,4.137918
p_far_rockaway_library_sn_hetta_1022953_diagrams_p_far_rockaway_library_sn_hetta_1022953,Far Rockaway Library Sn Hetta 1022953 Diagrams P Far Rockaway Library Sn Hetta,unknown,unknown,unknown,unknown,unknown,"['i_p_far_rockaway_library_sn_hetta_1022953_diagrams_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_diagrams_p_far_rockaway_library_sn_hetta_1022953_diagram_1', 'i_p_far_rockaway_library_sn_hetta_1022953_diagrams_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_diagrams_p_far_rockaway_library_sn_hetta_1022953_diagram_2']",[],[],40.7282239,-73.7948516
p_far_rockaway_library_sn_hetta_1022953_exteriors_p_far_rockaway_library_sn_hetta_1022953,Far Rockaway Library Sn Hetta 1022953 Exteriors P Far Rockaway Library Sn Hetta,unknown,unknown,unknown,unknown,unknown,"['i_p_far_rockaway_library_sn_hetta_1022953_exteriors_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_exteriors_p_far_rockaway_library_sn_hetta_1022953_exterior_1', 'i_p_far_rockaway_library_sn_hetta_1022953_exteriors_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_exteriors_p_far_rockaway_library_sn_hetta_1022953_exterior_2']",[],[],40.7282239,-73.7948516
p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953,Far Rockaway Library Sn Hetta 1022953 Interiors P Far Rockaway Library Sn Hetta,unknown,unknown,unknown,unknown,unknown,"['i_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_interior_1', 'i_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_interior_2', 'i_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_interior_3', 'i_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_interior_4', 'i_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_p_far_rockaway_library_sn_hetta_1022953_interiors_p_far_rockaway_library_sn_hetta_1022953_interior_5']",[],[],40.7282239,-73.7948516
p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328,Fenix Art Museum Mad Architects 1030328 Exteriors P Fenix Art Museum Mad Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_exterior_1', 'i_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_exterior_2', 'i_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_exterior_3', 'i_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_exterior_4', 'i_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_exteriors_p_fenix_art_museum_mad_architects_1030328_exterior_5']",[],[],51.9244201,4.4777325
p_fenix_art_museum_mad_architects_1030328_interiors_p_fenix_art_museum_mad_architects_1030328,Fenix Art Museum Mad Architects 1030328 Interiors P Fenix Art Museum Mad Architects,unknown,unknown,unknown,unknown,unknown,"['i_p_fenix_art_museum_mad_architects_1030328_interiors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_interiors_p_fenix_art_museum_mad_architects_1030328_interior_1', 'i_p_fenix_art_museum_mad_architects_1030328_interiors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_interiors_p_fenix_art_museum_mad_architects_1030328_interior_2', 'i_p_fenix_art_museum_mad_architects_1030328_interiors_p_fenix_art_museum_mad_architects_1030328_p_fenix_art_museum_mad_architects_1030328_interiors_p_fenix_art_museum_mad_architects_1030328_interior_3']",[],[],51.9244201,4.4777325
p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978,Five Finger Pavilion Yxdesigners 1034978 Exteriors P Five Finger Pavilion Yxdesigners,unknown,unknown,unknown,unknown,unknown,"['i_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_exterior_1', 'i_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_exterior_2', 'i_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_exterior_3', 'i_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_exterior_4', 'i_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_exteriors_p_five_finger_pavilion_yxdesigners_1034978_exterior_5']",[],[],0.0,0.0
p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978,Five Finger Pavilion Yxdesigners 1034978 Interiors P Five Finger Pavilion Yxdesigners,unknown,unknown,unknown,unknown,unknown,"['i_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_interior_1', 'i_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_interior_2', 'i_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_interior_3', 'i_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_interior_4', 'i_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_p_five_finger_pavilion_yxdesigners_1034978_interiors_p_five_finger_pavilion_yxdesigners_1034978_interior_5']",[],[],0.0,0.0
p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318,Flower On Hillside Community Library St 1027318 Exteriors P Flower On Hillside Community Library St,unknown,unknown,unknown,unknown,unknown,"['i_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_exterior_1', 'i_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_exterior_2', 'i_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_exterior_3', 'i_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_p_flower_on_hillside_community_library_st_1027318_exteriors_p_flower_on_hillside_community_library_st_1027318_exterior_4']",[],[],25.8176299,98.85669999999999
